站点名称,街道地址,城市,州,邮编,站点状态代码,公共可达性分组,开放时间说明,二级充电桩数量,直流快充数量,充电网络,纬度,经度,最近确认日期,开放日期,连接器类型,访问代码,受限访问,EV价格说明
BCHHSS KESTREL SE1,1150 Hecla Dr,Louisville,CO,80027,E,Public,24 hours daily,2,,ChargePoint Network,39.989146,-105.130001,2026-07-08,2023-05-24,J1772,public,false,
MAVERIK CRAIG PL1,700 East Victory Way,Craig,CO,81625,E,Public,24 hours daily,,1,ChargePoint Network,40.51411,-107.538895,2026-07-08,2023-05-26,CHADEMO J1772COMBO,public,false,
MAVERIK CRAIG PL2,700 East Victory Way,Craig,CO,81625,E,Public,24 hours daily,,1,ChargePoint Network,40.514061,-107.538908,2026-07-08,2023-05-26,CHADEMO J1772COMBO,public,false,
The Hub @ 40 West Arts,6501 W Colfax Ave,Lakewood,CO,80214,E,Public,During gallery hours,2,,Non-Networked,39.74075,-105.06845,2025-11-13,2023-05-15,J1772,public,false,
MOFFAT COUNTY DINOSAUR PL2,101 Stegosaurus Freeway,Dinosaur,CO,81610,E,Public,24 hours daily,,1,ChargePoint Network,40.245228,-109.008964,2026-07-08,2023-06-01,CHADEMO J1772COMBO,public,false,
PURGATORY PURGATORY PL1,1 Skier Place,Durango,CO,81301,E,Public,24 hours daily,,1,ChargePoint Network,37.631182,-107.814244,2026-07-08,2023-06-01,CHADEMO J1772COMBO,public,false,
PURGATORY PURGATORY PL2,1 Skier Place,Durango,CO,81301,E,Public,24 hours daily,,1,ChargePoint Network,37.631227,-107.814175,2026-07-08,2023-06-01,CHADEMO J1772COMBO,public,false,
CORE SEDALIA LE MAC,1375 West Plum Creek Parkway,Castle Rock,CO,80109,E,Public,24 hours daily,2,,ChargePoint Network,39.36907,-104.878859,2026-07-08,2023-06-01,J1772,public,false,
PUEBLO CC AUTO STATION #3,900 W Orman Ave,Pueblo,CO,81004,E,Public,24 hours daily,1,,ChargePoint Network,38.26343,-104.637928,2026-07-08,2023-06-03,J1772,public,false,
BHS1 STATION 1,600 Southside Dr,Basalt,CO,81621,E,Public,24 hours daily,2,,ChargePoint Network,39.356005,-107.037705,2026-07-08,2023-06-03,J1772,public,false,
Colorado Mountain College,255 Sage Way,Aspen,CO,81611,E,Public - Credit card at all times,Contact station for hours of availability,2,,AMPUP,39.2233977,-106.863887,2023-06-12,2023-01-13,J1772,public,false,
Roaring Fork Fire,5275 Owl Creek Rd,Snowmass Village,CO,81615,E,Public - Credit card at all times,Contact station for hours of availability,2,,AMPUP,39.2135142,-106.9379817,2023-06-12,2023-01-11,J1772,public,false,
"CGRS, Inc",1301 Academy Ct,Fort Collins,CO,80524,E,Private,Contact station for hours of availability,2,,AMPUP,40.5707584,-105.0431845,2023-06-12,2023-03-02,J1772,private,,
MODERAOP 1910 SINGLE,1910 S Josephine St,Denver,CO,80210,E,Public,24 hours daily,1,,ChargePoint Network,39.681725,-104.95757,2026-07-08,2023-06-06,J1772,public,false,
MODERAOP 1910 DOUBLE,1910 S Josephine St,Denver,CO,80210,E,Public,24 hours daily,2,,ChargePoint Network,39.681496,-104.957412,2026-07-08,2023-06-06,J1772,public,false,
PLUG IN ERIE COAL CREEK PARK,575 Kattell St,Erie,CO,80516,E,Public,24 hours daily,2,,ChargePoint Network,40.050129,-105.045663,2026-07-08,2023-06-07,J1772,public,false,
MAVERIK 2905,1265 Grand Market Ave,Berthoud,CO,80513,E,Public,24 hours daily,,1,ChargePoint Network,40.337779,-105.094449,2026-07-08,2023-06-07,CHADEMO J1772COMBO,public,false,
HION NETWORK BURLINGTON PL1,122 South Lincoln Street,Burlington,CO,80807,E,Public,24 hours daily,,1,ChargePoint Network,39.30034,-102.278233,2026-07-08,2023-06-14,CHADEMO J1772COMBO,public,false,
HION NETWORK BURLINGTON PL2,122 South Lincoln Street,Burlington,CO,80807,E,Public,24 hours daily,,1,ChargePoint Network,39.300309,-102.278234,2026-07-08,2023-06-14,CHADEMO J1772COMBO,public,false,
MAVERIK WELLINGTON PL3,8150 6th St,Wellington,CO,80549,E,Public,24 hours daily,,1,ChargePoint Network,40.703654,-104.999395,2026-07-08,2023-06-14,CHADEMO J1772COMBO,public,false,
MAVERIK WELLINGTON PL4,8150 6th St,Wellington,CO,80549,E,Public,24 hours daily,,1,ChargePoint Network,40.703671,-104.999405,2026-07-08,2023-06-14,CHADEMO J1772COMBO,public,false,
Located in parking lot next to building 11522,11516 Wadsworth Blvd,Broomfield,CO,80020,E,Public,24 hours daily,2,,Blink Network,39.9049989,-105.079752,2026-07-08,2022-08-14,J1772,public,false,
ORACLE COLORADO 12320 ORACLE 01,12320 Oracle Blvd,Colorado Springs,CO,80921,E,Public,24 hours daily,2,,ChargePoint Network,39.010807,-104.818374,2026-07-08,2023-06-15,J1772,public,false,
PUEBLO CC AUTO STATION #2,900 W Orman Ave,Pueblo,CO,81004,E,Public,24 hours daily,1,,ChargePoint Network,38.263412,-104.63785,2026-07-08,2023-06-17,J1772,public,false,
PUEBLO CC AUTO STATION #4,900 W Orman Ave,Pueblo,CO,81004,E,Public,24 hours daily,1,,ChargePoint Network,38.26343,-104.637831,2026-07-08,2023-06-17,J1772,public,false,
TOWN OF AVON LS STATION 1,30 Lake St,Avon,CO,81620,T,TEMPORARILY UNAVAILABLE (Public),24 hours daily,2,,ChargePoint Network,39.635543,-106.527483,2026-07-08,2023-06-19,J1772,public,false,
TOWN OF AVON LS STATION 3,200 Benchmark Rd,Avon,CO,81620,T,TEMPORARILY UNAVAILABLE (Public),24 hours daily,2,,ChargePoint Network,39.635709,-106.527385,2026-07-08,2023-06-19,J1772,public,false,
TOWN OF AVON LS STATION 2,30 Lake St,Avon,CO,81620,T,TEMPORARILY UNAVAILABLE (Public),24 hours daily,2,,ChargePoint Network,39.635631,-106.527442,2026-07-08,2023-06-19,J1772,public,false,
ELDORA ELCP2207,2861 Eldora Ski Rd.,Nederland,CO,80466,E,Public,24 hours daily,2,,ChargePoint Network,39.937987,-105.583088,2026-07-08,2023-06-21,J1772,public,false,
ELDORA ELCP2210,2861 Eldora Ski Rd.,Nederland,CO,80466,E,Public,24 hours daily,2,,ChargePoint Network,39.937987,-105.583056,2026-07-08,2023-06-21,J1772,public,false,
MAVERIK WELLINGTON PL1,8150 6th St,Wellington,CO,80549,E,Public,24 hours daily,,1,ChargePoint Network,40.703654,-104.999495,2026-07-08,2023-06-21,CHADEMO J1772COMBO,public,false,
MAVERIK WELLINGTON PL2,8150 6th St,Wellington,CO,80549,E,Public,24 hours daily,,1,ChargePoint Network,40.703661,-104.999461,2026-07-08,2023-06-21,CHADEMO J1772COMBO,public,false,
WSRH COPPERLEAF,3425 S Shields St,Fort Collins,CO,80526,E,Public,24 hours daily,2,,ChargePoint Network,40.540472,-105.097598,2026-07-08,2023-06-22,J1772,public,false,
CITY OF ASPEN CAR SHARE,123 South Garmisch Street,Aspen,CO,81611,E,Public,Mon: 12:00am-11:59pm; Tue: 12:00am-11:59pm; Wed: 12:00am-11:59pm; Thu: 12:00am-11:59pm; Fri: 12:00am-11:59pm; Sat: 12:00am-11:59pm; Sun: 12:00am-11:59pm,1,,ChargePoint Network,39.190717,-106.822906,2026-07-08,2023-06-22,J1772,public,false,
"Regency Belleview Square (Greenwood Village, CO)",4910 S Yosemit Street,Greenwood Village,CO,80111,E,Public,24 hours daily,,6,Electrify America,39.6258,-104.885,2026-07-08,2023-06-22,J1772COMBO,public,false,
"Marketplace at Bergen Park (Evergreen, CO)",1173 Bergen Pkwy,Evergreen,CO,80439,E,Public,24 hours daily,,4,Electrify America,39.69335,-105.35702,2026-07-08,2023-06-22,J1772COMBO,public,false,
"Columbine Knolls Village (Littleton, CO)",8156 S Wadsworth Blvd,Littleton,CO,80128,E,Public,24 hours daily,,6,Electrify America,39.56754,-105.0804,2026-07-08,2023-06-22,J1772COMBO,public,false,
"Regency Center Place of Greeley (Greeley, CO)",4578 Center Place Drive,Greeley,CO,80634,E,Public,24 hours daily,,8,Electrify America,40.39503,-104.74446,2026-07-08,2023-06-22,J1772COMBO,public,false,
757 GRANT STATION 1,757 Grant St,Denver,CO,80203,E,Public,24 hours daily,1,,ChargePoint Network,39.728248,-104.983806,2026-07-08,2023-06-23,J1772,public,false,
KINSTON HUB STATION 1,6402 Union Creek Dr,Loveland,CO,80538,E,Public,24 hours daily,2,,ChargePoint Network,40.420361,-104.979237,2026-07-08,2023-06-23,J1772,public,false,
7Charge - Wheat Ridge 38084,3790 Wadsworth Blvd,Wheat Ridge,CO,80033,E,Public,24 hours daily,,4,7CHARGE,39.7690775,-105.0809724,2026-02-13,2023-05-01,J1772COMBO TESLA,public,false,Please download 7Charge app for current pricing.
Washington Plaza,9774 Washington St,Thornton,CO,80229,E,Public,24 hours daily,,4,GRAVITI_ENERGY,39.87438908894809,-104.97725077731552,2026-07-08,2023-06-30,CHADEMO J1772COMBO,public,false,
UNION DENVER STATION 1,1770 Chestnut Pl,Denver,CO,80202,E,Public,24 hours daily,2,,ChargePoint Network,39.755039,-105.001364,2026-07-08,2023-06-29,J1772,public,false,
UNION DENVER OFF NETWORK 1,1770 Chestnut Pl,Denver,CO,80202,T,TEMPORARILY UNAVAILABLE (Public),24 hours daily,2,,ChargePoint Network,39.755099,-105.00116,2026-07-08,2023-06-29,J1772,public,false,
BOULDER COUNTY PARKS PUBLIC 3,5201 St Vrain Rd,Longmont,CO,80503,E,Public,24 hours daily,2,,ChargePoint Network,40.169493,-105.166493,2026-07-08,2023-06-29,J1772,public,false,
BOULDER COUNTY PARKS PUBLIC 2,5201 St Vrain Rd,Longmont,CO,80503,E,Public,24 hours daily,2,,ChargePoint Network,40.169532,-105.166563,2026-07-08,2023-06-29,J1772,public,false,
COBBLESTONE 1 COBBLESTONE 1,1215 N Main St,Lamar,CO,81052,E,Public,24 hours daily,2,,ChargePoint Network,38.101471,-102.619199,2026-07-08,2023-06-29,J1772,public,false,
CITY OF ASPEN N SPRING L2,152 N Spring St,Aspen,CO,81611,E,Public,24 hours daily,2,,ChargePoint Network,39.190495,-106.815383,2026-07-08,2023-06-29,J1772,public,false,
ROUTT HHS HHS STATION 2,135 6th St,Steamboat Springs,CO,80487,E,Public,24 hours daily,2,,ChargePoint Network,40.485566,-106.832247,2026-07-08,2023-06-30,J1772,public,false,
ROUTT HHS HHS STATION 1,135 6th St,Steamboat Springs,CO,80487,E,Public,24 hours daily,2,,ChargePoint Network,40.485617,-106.832197,2026-07-08,2023-06-30,J1772,public,false,
"Denver, CO - Tower Road - Tesla Supercharger",5940 Tower Rd,Denver,CO,80249,E,Public,24 hours daily. NACS partner enabled.,,16,Tesla,39.804175,-104.770854,2026-06-18,2023-06-27,TESLA,public,false,
CB EV STATION 1 CONNECT BRECK,1625 Airport Rd,Breckenridge,CO,80424,E,Public,24 hours daily,2,,ChargePoint Network,39.504863,-106.052216,2026-07-08,2023-07-07,J1772,public,false,
GRAND LODGE P7 GL7 # 2,1979 Ski Hill Rd,Breckenridge,CO,80424,E,Public,24 hours daily,1,,ChargePoint Network,39.48705,-106.067828,2026-07-08,2023-07-07,J1772,public,false,
"Boulder, CO - 28th Street - Tesla Supercharger",3100 28th St,Boulder,CO,80301,E,Public,24 hours daily. NACS partner enabled.,,8,Tesla,40.031523,-105.257355,2026-06-18,2023-06-29,TESLA,public,false,
COLO STATE UNIV CVID,3185 Rampart Rd,Fort Collins,CO,80521,E,Public,24 hours daily,2,,ChargePoint Network,40.576818,-105.144966,2026-07-08,2023-07-11,J1772,public,false,
GRAND LODGE P7 GL7 # 3,1979 Ski Hill Rd,Breckenridge,CO,80424,E,Public,24 hours daily,2,,ChargePoint Network,39.487089,-106.067823,2026-07-08,2023-07-11,J1772,public,false,
POWERHS POWERHOUSE,1295 Camino Del Rio,Durango,CO,81301,E,Public,24 hours daily,2,,ChargePoint Network,37.278501,-107.880625,2026-07-08,2023-07-11,J1772,public,false,
ECG FREEDOM PARK 2,450 Miller Ranch Rd,Edwards,CO,81632,T,TEMPORARILY UNAVAILABLE (Public),24 hours daily,2,,ChargePoint Network,39.643121,-106.583472,2026-07-08,2023-07-13,J1772,public,false,
BRECKENRIDGE GOLF SOUTH,200 Clubhouse Dr,Breckenridge,CO,80424,E,Public,24 hours daily,2,,ChargePoint Network,39.524067,-106.033819,2026-07-08,2023-07-14,J1772,public,false,
BRECKENRIDGE GOLF NORTH,200 Clubhouse Drive,Breckenridge,CO,80424,E,Public,24 hours daily,2,,ChargePoint Network,39.524116,-106.033819,2026-07-08,2023-07-14,J1772,public,false,
"Denver, CO - East 45th Avenue - Tesla Supercharger",12075 E 45th Ave,Denver,CO,80239,E,Public,24 hours daily. NACS partner enabled.,,8,Tesla,39.778313,-104.848533,2026-06-18,2023-04-08,TESLA,public,false,
"Edgewater, CO - Tesla Supercharger",5505 W 20th Ave,Edgewater,CO,80214,E,Public,24 hours daily. NACS partner enabled.,,8,Tesla,39.748228,-105.057764,2026-06-18,2023-02-11,TESLA,public,false,
4600 Tower Road EV Charging Stations,4600 Tower Rd,Denver,CO,80249,E,Public - Credit card at all times,contact site for information,6,,AMPUP,39.78051,-104.77173,2024-03-14,2023-07-13,J1772,public,false,
WILLCO X DEVELO HGI 2,14275 Lincoln St,Thornton,CO,80023,E,Public,24 hours daily,2,,ChargePoint Network,39.955383,-104.98593,2026-07-08,2023-07-18,J1772,public,false,
WILLCO X DEVELO HGI 1,14275 Lincoln St,Thornton,CO,80023,E,Public,24 hours daily,2,,ChargePoint Network,39.95542,-104.985886,2026-07-08,2023-07-18,J1772,public,false,
HYUNDAI EV NORTHWEST 1,18455 Ponderosa Dr,Parker,CO,80134,E,Public,24 hours daily,2,,ChargePoint Network,39.540969,-104.775116,2026-07-08,2023-07-19,J1772,public,false,
HYUNDAI EV NORTHWEST 2,18455 Ponderosa Dr,Parker,CO,80134,E,Public,24 hours daily,2,,ChargePoint Network,39.541087,-104.775692,2026-07-08,2023-07-19,J1772,public,false,
HYUNDAI EV SOUTH EAST 2,18455 Ponderosa Dr,Parker,CO,80134,E,Public,24 hours daily,2,,ChargePoint Network,39.540675,-104.775283,2026-07-08,2023-07-19,J1772,public,false,
HYUNDAI EV SOUTH EAST 1,18455 Ponderosa Dr,Parker,CO,80134,E,Public,24 hours daily,2,,ChargePoint Network,39.540558,-104.775341,2026-07-08,2023-07-19,J1772,public,false,
LOVELANDCO WP MCKEE,2050 N Boise Ave,Loveland,CO,80538,E,Public,24 hours daily,2,,ChargePoint Network,40.413236,-105.051328,2026-07-08,2023-07-19,J1772,public,false,
LOVELANDCO WP 200 N WILSON,200 N Wilson Ave,Loveland,CO,80537,E,Public,24 hours daily,2,,ChargePoint Network,40.394487,-105.114401,2026-07-08,2023-07-19,J1772,public,false,
OPEN SPACE GATEWAY,21100 US-6,Golden,CO,80403,E,Public,24 hours daily,2,,ChargePoint Network,39.753881,-105.237972,2026-07-08,2023-07-22,J1772,public,false,
GLENWOOD OFFICE P1,102 Parachute Ave,Parachute,CO,81635,E,Public,24 hours daily,2,,ChargePoint Network,39.451635,-108.052328,2026-07-08,2023-07-27,J1772,public,false,
GLENWOOD OFFICE P2,102 Parachute Ave,Parachute,CO,81635,E,Public,24 hours daily,2,,ChargePoint Network,39.451718,-108.052408,2026-07-08,2023-07-27,J1772,public,false,
AVON- SHOP & HOP #3,15 Eagle-Vail Rd,Avon,CO,81620,E,Public,24 hours daily,,1,ChargePoint Network,39.624996,-106.506935,2026-07-08,2023-07-28,CHADEMO J1772COMBO,public,false,
CC CC PUBLIC,13133 E Arapahoe Rd,Centennial,CO,80112,E,Public,24 hours daily,2,,ChargePoint Network,39.596003,-104.835629,2026-07-08,2023-07-28,J1772,public,false,
Frost Creek,1094 Frost Creek Dr,Eagle,CO,81631,E,Private,24 hours daily,4,,Non-Networked,39.57963,-106.76803,2025-11-13,2023-06-19,J1772,private,,$0.20 per kWh
STEAMBOAT SPR RODEO #4,401 Howelsen Pkwy,Steamboat Springs,CO,80487,E,Public,24 hours daily,2,,ChargePoint Network,40.482094,-106.832146,2026-07-08,2023-08-03,J1772,public,false,
STEAMBOAT SPR RODEO #5,401 Howelsen Pkwy,Steamboat Springs,CO,80487,E,Public,24 hours daily,2,,ChargePoint Network,40.482268,-106.832267,2026-07-08,2023-08-03,J1772,public,false,
STEAMBOAT SPR RODEO #6,401 Howelsen Pkwy,Steamboat Springs,CO,80487,E,Public,24 hours daily,2,,ChargePoint Network,40.482307,-106.83261,2026-07-08,2023-08-03,J1772,public,false,
Chanson Plaza,8086 W Bowles Ave,Littleton,CO,80123,E,Public,24 hours daily,,4,eVgo Network,39.60919,-105.08692,2026-07-07,2023-08-03,CHADEMO J1772COMBO,public,false,
FRCIVICCENTER CPE 250 #2,151 N Elm St,Fruita,CO,81521,E,Public,24 hours daily,,1,ChargePoint Network,39.159912,-108.730612,2026-07-08,2023-08-04,CHADEMO J1772COMBO,public,false,
FRCIVICCENTER CPE 250 #1,151 N Elm St,Fruita,CO,81521,E,Public,24 hours daily,,1,ChargePoint Network,39.159892,-108.730656,2026-07-08,2023-08-04,CHADEMO J1772COMBO,public,false,
PLUG IN ERIE LAGOON,1000 Briggs St,Erie,CO,80516,E,Public,24 hours daily,2,,ChargePoint Network,40.055186,-105.049422,2026-07-08,2023-08-04,J1772,public,false,
DENVER CSC DENVER CSC,11175 E 55th Ave,Denver,CO,80239,E,Public,Mon: 12:00am-11:59pm; Tue: 12:00am-11:59pm; Wed: 12:00am-11:59pm; Thu: 12:00am-11:59pm; Fri: 12:00am-11:59pm; Sat: 12:00am-11:59pm; Sun: 12:00am-11:59pm,2,,ChargePoint Network,39.796132,-104.858981,2026-07-08,2023-08-04,J1772,public,false,
MANITOUSPRINGS HIAWATHA TY3,495 El Paso Blvd,Manitou Springs,CO,80829,E,Public,24 hours daily,,1,ChargePoint Network,38.858484,-104.909925,2026-07-08,2023-08-05,CHADEMO J1772COMBO,public,false,
INTOWN SUITES WESTMINSTER,1825 W 120th Ave,Westminster,CO,80234,E,Public,24 hours daily,2,,ChargePoint Network,39.915173,-105.00915,2026-07-08,2023-08-09,J1772,public,false,
INTOWN SUITES CENTENNIAL,12943 E Briarwood Ave,Centennial,CO,80112,E,Public,24 hours daily,2,,ChargePoint Network,39.59401,-104.83836,2026-07-08,2023-08-09,J1772,public,false,
NETREIT ARAPAHO NETREIT ARAPAHO,6446 S Kenton St,Centennial,CO,80111,E,Public,24 hours daily,2,,ChargePoint Network,39.599324,-104.858457,2026-07-08,2023-08-11,J1772,public,false,
CORE SEDALIA ELIZ. TOWN HALL,165 Main St,Elizabeth,CO,80107,E,Public,24 hours daily,2,,ChargePoint Network,39.360776,-104.595938,2026-07-08,2023-08-11,J1772,public,false,
Mountain Campus (seasonal),16321 Pingree Park Rd,Bellvue,CO,80512,E,Public - Call ahead,Contact campus gate for station availability; seasonal campus,2,,Non-Networked,40.5706600391382,-105.5931128766627,2023-09-14,2023-06-30,J1772,public,true,
SVVSD HYGIENE ES,11968 N 75th St,Longmont,CO,80503,E,Public,24 hours daily,2,,ChargePoint Network,40.192177,-105.17765,2026-07-08,2023-08-18,J1772,public,false,
2460 48th Ct,2460 48th Ct,Boulder,CO,80301,E,Public,24 hours daily,,4,EV Connect,40.022651,-105.239367,2026-07-07,2023-08-18,J1772COMBO,public,false,
McGregor Square Garage,1901 Wazee St.,Denver,CO,80202,E,Public,24 hours daily,16,,FLASH,39.754495332702085,-104.99592851847412,2026-07-08,2023-08-18,J1772,public,false,
CBA - BERTHOUD STATION 1,1060 Mountain Avenue,Berthoud,CO,80513,E,Public,24 hours daily,2,,ChargePoint Network,40.304619,-105.09285,2026-07-08,2023-08-19,J1772,public,false,
PARKHOUSE PARKHOUSE,14310 Grant St,Thornton,CO,80241,E,Public,24 hours daily,2,,ChargePoint Network,39.954325,-104.981407,2026-07-08,2023-08-23,J1772,public,false,
CREEKWALK CREEKWALK GW 6,1720 S Nevada Ave,Colorado Springs,CO,80905,E,Public,24 hours daily,2,,ChargePoint Network,38.809335,-104.822975,2026-07-08,2023-08-23,J1772,public,false,
VOLVO CAR USA BROOMFIELD DC1,525 US-287,Broomfield,CO,80020,E,Public,24 hours daily,,1,ChargePoint Network,39.922615,-105.0911,2026-07-08,2023-08-24,CHADEMO J1772COMBO,public,false,
3214 S Wadsworth Blvd EV Charging Stations,3214 S Wadsworth Blvd,Lakewood,CO,80227,E,Public - Credit card at all times,Contact site for information,4,,AMPUP,39.65793,-105.08041,2024-03-14,2023-08-18,J1772,public,false,
VAIL PARKING PL1,395 S Frontage Rd W,Vail,CO,81657,E,Public,24 hours daily,,1,ChargePoint Network,39.644385,-106.386459,2026-07-08,2023-08-31,CHADEMO J1772COMBO,public,false,
VAIL PARKING PL4,395 S Frontage Rd W,Vail,CO,81657,E,Public,24 hours daily,,1,ChargePoint Network,39.644278,-106.38669,2026-07-08,2023-08-31,J1772COMBO TESLA,public,false,
VAIL PARKING PL2,395 S Frontage Rd W,Vail,CO,81657,E,Public,24 hours daily,,1,ChargePoint Network,39.644294,-106.386604,2026-07-08,2023-08-31,J1772COMBO TESLA,public,false,
VAIL PARKING PL3,395 S Frontage Rd W,Vail,CO,81657,E,Public,24 hours daily,,1,ChargePoint Network,39.64441,-106.386679,2026-07-08,2023-08-31,J1772COMBO TESLA,public,false,
VOLVO CAR USA GRAND JUNCT DC1,621 24 Rd,Grand Junction,CO,81505,E,Public,24 hours daily,,1,ChargePoint Network,39.095448,-108.608587,2026-07-08,2023-08-31,CHADEMO J1772COMBO,public,false,
FORUM EV 1 FORUM 1,14001 E Iliff Ave,Aurora,CO,80014,E,Public,24 hours daily,2,,ChargePoint Network,39.675872,-104.826094,2026-07-08,2023-09-01,J1772,public,false,
HOMELAND DEV MACKEY HOLDINGS,1655 Cannon Cir,Louisville,CO,80027,E,Public,24 hours daily,2,,ChargePoint Network,39.985936,-105.128413,2026-07-08,2023-09-01,J1772,public,false,
VOLVO CAR USA GRAND JUNCT DC2,621 24 Rd,Grand Junction,CO,81505,E,Public,24 hours daily,,1,ChargePoint Network,39.095453,-108.608619,2026-07-08,2023-09-01,CHADEMO J1772COMBO,public,false,
CORE SEDALIA GLENDALE OS,12300 South Havana Street,Castle Rock,CO,80108,E,Public,24 hours daily,2,,ChargePoint Network,39.49104,-104.870123,2026-07-08,2023-09-01,J1772,public,false,
HION NETWORK GREELEY PL4,4318 Centerplace Drive,Greeley,CO,80634,E,Public,24 hours daily,,1,ChargePoint Network,40.39257,-104.749012,2026-07-08,2023-09-02,CHADEMO J1772COMBO,public,false,
HION NETWORK GREELEY PL2,4318 Centerplace Dr,Greeley,CO,80634,E,Public,24 hours daily,,1,ChargePoint Network,40.3926,-104.749021,2026-07-08,2023-09-02,CHADEMO J1772COMBO,public,false,
HION NETWORK GREELEY PL3,4318 Centerplace Drive,Greeley,CO,80634,E,Public,24 hours daily,,1,ChargePoint Network,40.392624,-104.749006,2026-07-08,2023-09-02,CHADEMO J1772COMBO,public,false,
HION NETWORK GREELEY PL1,4318 Centerplace Drive,Greeley,CO,80634,T,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,1,ChargePoint Network,40.392645,-104.748997,2026-07-08,2023-09-02,CHADEMO J1772COMBO,public,false,
Westpark Apartments,1335 W Elizabeth St,Fort Collins,CO,80521,E,Public,6am-11pm daily,2,,EVMATCH,40.57412,-105.10037,2024-03-14,2023-08-23,J1772,public,false,
Basalt Library,14 Midland Ave,Basalt,CO,81621,E,Public,24 hours daily,4,,EVMATCH,39.366217,-107.037081,2024-03-14,2023-04-17,J1772,public,false,
Country Club Towers 2 & 3,1101 East Bayaud Avenue - Leasing Office,Denver,CO,80209,E,Public,24 hours daily,14,,Blink Network,39.7149434,-104.9749506,2026-07-08,2016-09-06,J1772,public,false,
16 Market Square,1400 16th Street G1,Denver,CO,80202,E,Public,24 hours daily,1,,Blink Network,39.7499697,-104.9987004,2026-07-08,2023-06-28,J1772,public,false,
Alta Sloans Lake,1605 Sheridan Blvd,Lakewood,CO,80214,E,Public,24 hours daily,4,,Blink Network,39.7425518,-105.0538921,2026-07-08,2021-03-25,J1772,public,false,
